month,FFMC,DMC,DC,rain,temp,RH,wind,ISI,BUI,FWI,class
jun,85.9,11.2,55.8,0,32,66,1.7,5.6,14.9,7.5,fire
jun,86.7,14.2,63.8,0,31,64,1.5,5.7,18.3,8.4,fire
jun,86.8,17.8,71.8,0,31,64,1.8,6.7,21.6,10.6,fire
jun,89,21.6,80.3,0,34,53,1.8,9.2,25.8,15,fire
jun,89.1,25.5,88.5,0,32,55,1.4,7.6,29.7,13.9,fire
jun,79.9,18.4,84.4,0.3,32,47,1.3,2.2,23.8,3.9,not fire
jun,88.7,22.9,92.8,0,33,50,1.4,7.2,28.3,12.9,fire
jun,57.1,2.5,8.2,0.7,32,71,1.2,0.6,2.8,0.2,not fire
jun,55.7,2.7,7.8,4,30,73,1.3,0.6,2.9,0.2,not fire
jun,48.7,2.2,7.6,2,29,80,1.4,0.3,2.6,0.1,not fire
jun,79.4,5.2,15.4,0,30,64,1.4,2.2,5.6,1,not fire
jun,77.1,6,17.6,0.2,32,60,1.4,1.8,6.5,0.9,not fire
jun,83.7,8.4,26.3,0.1,35,54,1.1,3.1,9.3,3.1,fire
jun,85.6,9.9,28.9,0.2,35,44,1.7,5.4,10.7,6,fire
jun,71.4,7.7,7.4,1.3,28,51,1.7,1.5,7.3,0.8,not fire
jun,78.1,8.5,14.7,0.1,27,59,1.8,2.4,8.3,1.9,not fire
jun,89.4,13.3,22.5,0,30,41,1.5,8.4,13.1,10,fire
jun,90.6,18.2,30.5,0,31,42,2.1,13.4,18,16.7,fire
jun,88.9,21.3,37.8,0,27,58,1.7,8.7,21.2,12.9,fire
jun,72.3,11.4,7.8,2,30,52,1.5,1.4,10.9,0.9,not fire
jun,53.4,6.4,7.3,0.7,27,79,1.6,0.5,6.1,0.3,not fire
jun,66.8,7.2,14.7,0,28,90,1.5,1.2,7.1,0.6,not fire
jun,47.4,4.2,8,0.4,29,87,1.5,0.2,4.1,0.1,not fire
jun,62.2,3.9,8,4.7,31,69,1.7,1.1,3.8,0.4,not fire
jun,65.5,4.6,8.3,8.7,33,62,1.0,0.9,4.4,0.4,not fire
jun,64.6,4.4,8.2,4.5,32,67,1.4,1,4.2,0.4,not fire
jun,60.2,3.8,8,0.2,31,72,1.4,0.8,3.7,0.3,not fire
jun,86.2,8.3,18.4,0,32,55,1.4,5,8.2,4.9,fire
jun,78.3,8.1,8.3,1.1,33,46,1.4,1.9,7.7,1.2,not fire
jun,74.2,7,8.3,0.8,33,59,1.6,1.6,6.7,0.8,not fire
jun,85.3,10,17,0,35,68,1.6,4.9,9.9,5.3,fire
jun,86,12.8,25.6,0,34,70,1.6,5.4,12.7,6.7,fire
jun,87.8,16.5,34.5,0,36,62,1.6,7,16.4,9.5,fire
jun,89.1,20.9,43.3,0,36,55,1.5,8,20.8,12,fire
jun,92.5,27.2,52.4,0,37,37,1.3,11.7,27.1,18.4,fire
jun,86.2,17.9,36.7,0.6,37,36,1.3,4.8,17.8,7.2,fire
jun,79.7,12,8.5,1.7,34,42,1.5,2.2,11.5,2.2,not fire
jul,79.5,60.6,366.7,0,23.3,37,3.1,1.5,16.7,5.9,fire
jul,94.2,62.3,442.9,0,23,36,3.1,11,10.9,7.2,fire
jul,85.8,48.3,313.4,0,18,42,2.7,3.9,50.2,18.9,fire
jul,90,51.3,296.3,0,16.6,53,5.4,8.7,30.6,4.1,fire
jul,90.1,68.6,355.2,0,24.8,29,2.2,7.2,27.5,7.6,fire
jul,90.1,51.2,424.1,0,24.6,43,1.8,6.2,31.3,7,fire
jul,88.3,150.3,309.9,0,13.4,79,3.6,6.8,58.1,13.9,fire
jul,93.9,169.7,411.8,0,23.4,40,6.3,12.3,17.5,9.2,fire
jul,91.2,183.1,437.7,0.2,12.6,90,7.6,12.5,22.3,3.1,fire
jul,91.6,104.2,474.9,0,22.1,49,2.7,9,19,1.8,fire
jul,91.6,104.2,474.9,0,24.2,32,1.8,9,22.1,5.6,fire
jul,91.6,104.2,474.9,0,24.3,30,1.8,9,10.9,9.6,fire
jul,91.6,104.2,474.9,0,18.7,53,1.8,9,8.9,11.4,fire
jul,91.6,104.2,474.9,0,25.3,39,0.9,9,39.9,9.5,fire
jul,91.6,100.2,466.3,0,22.9,40,1.3,6.3,60.8,3.8,fire
jul,93.1,180.4,430.8,0,26.9,28,5.4,11,18.5,6.1,fire
jul,92.3,88.8,440.9,0,17.1,67,3.6,8.5,23.9,4.5,fire
jul,91.9,133.6,520.5,0,14.2,58,4,8,59.3,9.5,fire
jul,93.7,101.3,458.8,0,19.3,39,7.2,11.9,12.7,3.8,fire
jul,92.3,96.2,450.2,0,23.4,31,5.4,12.1,23.8,3.1,fire
jul,92.3,92.1,442.1,0,22.8,27,4.5,9.8,24.4,17.5,fire
jul,92.7,164.1,575.8,0,26.3,39,3.1,8.9,22.9,21.6,fire
jul,88.9,263.1,795.9,0,29.3,27,3.6,5.2,47.5,11.9,fire
jul,90.8,84.7,376.6,0,23.8,51,1.8,5.6,67.4,3,fire
jul,90.7,80.9,368.3,0,14.8,78,8,16.8,13.7,4.9,fire
jul,94.6,160,567.2,0,17.9,48,2.7,16.7,18.3,2.3,fire
jul,93.5,85.3,395,0,27.2,28,1.3,9.9,20.9,11.4,fire
jul,93.7,101.3,423.4,0,26.1,45,4,14.7,23.9,9.5,fire
jul,93.7,101.3,423.4,0,18.2,82,4.5,14.7,27.7,3.8,fire
jul,89.2,103.9,431.6,0,22.6,57,4.9,6.4,32.6,6.1,fire
jul,93.2,114.4,560,0,30.2,25,4.5,9.5,39.5,4.5,fire
jul,93.2,114.4,560,0,30.2,22,4.9,9.5,44,9.3,fire
jul,59.9,2.5,8.6,1,29,68,1.9,1.1,2.9,0.4,not fire
jul,55.7,2.4,8.3,1.2,27,75,1.9,0.8,2.8,0.3,not fire
jul,63.1,2.6,9.2,0.7,32,76,2,1.3,3,0.5,not fire
jul,80.1,4.6,18.5,0,33,78,1.7,2.7,5.7,1.7,not fire
jul,85.9,7.6,27.9,0,33,66,1.4,4.8,9.1,4.9,fire
jul,87,10.9,37,0,32,63,1.4,5.6,12.5,6.8,fire
jul,80,9.7,40.4,0.2,35,64,1.8,2.8,12.1,3.2,not fire
jul,85.6,12.5,49.8,0,33,68,1.9,6,15.4,8,fire
jul,66.6,7.7,9.2,1.4,32,68,1.4,1.1,7.4,0.6,not fire
jul,66.6,6,9.3,0.7,33,69,1.3,1.1,5.8,0.5,not fire
jul,81.1,8.1,18.7,0,33,76,1.4,2.6,8.1,2.2,not fire
jul,75.1,7.9,27.7,0.1,31,75,1.3,1.5,9.2,0.9,not fire
jul,81.8,9.7,37.2,0,34,81,1.5,3,11.7,3.4,not fire
jul,73.9,7.8,22.9,0.6,34,61,1.3,1.4,8.4,0.8,not fire
jul,60.7,5.2,17,0.4,30,80,1.9,1.1,5.9,0.5,not fire
jul,72.6,7,25.5,0,28,76,2.1,0.7,8.3,0.4,not fire
jul,82.8,9.4,34.1,0,29,70,1.4,3.2,11.1,3.6,fire
jul,85.4,12.1,43.1,0,31,68,1.4,4.6,14.2,6,fire
jul,88.1,12,52.8,0,35,59,1.7,7.7,18.2,10.9,fire
jul,81.4,12.3,62.1,0.1,33,65,1.5,2.8,16.5,4,fire
jul,85.4,18.5,71.5,0,33,70,1.7,5.2,22.4,8.8,fire
jul,73.4,16.4,79.9,0.1,28,79,1.8,1.8,21.7,2.8,not fire
jul,68.2,10.5,71.3,0.4,27,66,2.2,1.8,15.4,2.1,not fire
jul,70,9.6,79.7,0.1,28,78,1.6,1.4,14.7,1.3,not fire
jul,84.3,12.5,88.7,0,31,65,1.8,4.8,18.5,7.3,fire
jul,89.2,17.1,98.6,0,36,53,1.9,10,23.9,15.3,fire
jul,90.3,22.2,108.5,0,36,48,1.3,8.7,29.4,15.3,fire
jul,86.5,24.4,117.8,0,33,76,1.5,5.6,32.1,11.3,fire
jul,86.6,26.7,127,0,32,73,1.5,5.6,35,11.9,fire
jul,85.4,28.5,136,0,31,79,1.5,4.7,37.4,10.7,fire
jul,87.2,31.9,145.7,0,35,64,1.7,6.8,41.2,15.7,fire
jul,63.7,3.2,8.5,2.2,28,58,1.8,1.2,3.3,0.5,not fire
jul,87.6,7.9,17.8,0,33,48,1.6,6.8,7.8,6.4,fire
jul,84.7,9.7,27.3,0.1,34,56,1.7,4.7,10.3,5.2,fire
jul,88,13.6,36.8,0,34,58,1.8,8,14.1,9.9,fire
jul,90.5,18.7,46.4,0,34,45,1.8,11.3,18.7,15,fire
jul,84.7,15.5,45.1,0.3,35,42,1.5,4.3,16.7,6.3,fire
jul,85,13,35.4,0.5,38,43,1.3,4.1,13.7,5.2,fire
jul,80.8,9.8,9.7,6,35,47,1.8,3.1,9.4,3,fire
jul,82.3,9.4,9.9,1.9,36,43,1.5,3.2,9,3.1,fire
jul,77.5,8,9.5,3.8,34,51,1.6,2,7.7,1.3,not fire
jul,74.8,7.1,9.5,2.9,34,56,1.5,1.6,6.8,0.8,not fire
jul,90.1,12.6,19.4,0,36,44,1.3,8.3,12.5,9.6,fire
jul,85.2,11.3,10.4,0.6,39,45,1.3,4.2,10.9,4.7,fire
jul,88.9,12.9,14.69,0.2,37,37,1.8,12.5,10.4,12.3,fire
jul,90.5,18,24.1,0,34,45,1.7,10.9,17.7,14.1,fire
jul,84.5,19.4,33.1,0,31,83,1.7,4.7,19.2,7.3,fire
jul,84.6,21.1,42.3,0,32,81,1.7,4.7,20.9,7.7,fire
jul,86.1,23.9,51.6,0,33,68,1.5,5.2,23.9,9.1,fire
jul,88.1,27.8,61.1,0,34,58,1.6,7.3,27.7,13,fire
jul,89.9,32.7,71,0,36,50,1.6,9.5,32.6,17.3,fire
jul,93.9,39.6,80.6,0,36,29,1.8,18.5,39.5,30,fire
jul,91.5,44.2,90.1,0,32,48,1.8,13.2,44,25.4,fire
jul,87.3,46.6,99,0,31,71,1.7,6.9,46.5,16.3,fire
jul,72.8,20.9,56.6,1.1,33,63,1.7,1.6,21.7,2.5,not fire
jul,73.8,11.7,15.9,1.2,39,64,0.9,1.1,11.4,0.7,not fire
jul,78.3,10.8,19.7,0.2,35,58,1.0,1.6,10.7,1,not fire
jul,80,11.8,28.3,0,29,87,1.8,2.8,11.8,3.2,not fire
jul,87.5,15.7,37.6,0,33,57,1.6,6.7,15.7,9,fire
jul,88.1,19.5,47.2,0,34,59,1.6,7.4,19.5,10.9,fire
jul,88.9,23.8,57.1,0,36,56,1.6,8.2,23.8,13.2,fire
jul,89.3,28.3,67.2,0,37,55,1.5,8.3,28.3,14.5,fire
jan,82.1,3.7,9.3,0,5.3,78,3.1,2.9,43.1,20.9,fire
jan,18.7,1.1,171.4,0,5.2,100,0.9,0,9.9,6.7,fire
feb,84,9.3,34,0,13.9,40,5.4,2.1,15.7,31,fire
feb,86.6,13.2,43,0,12.3,51,0.9,5.3,19.5,28.6,fire
feb,84.2,6.8,26.6,0,6.7,79,3.1,7.7,22.3,5.9,fire
feb,86.6,13.2,43,0,15.7,43,3.1,5.3,19,10.2,fire
feb,83.9,8,30.2,0,12.7,48,1.8,2.6,27.2,4.2,fire
feb,68.2,21.5,87.2,0,15.4,40,2.7,0.8,19,20.9,fire
feb,86.8,15.6,48.3,0,12.4,53,2.2,3.9,14.3,3.1,fire
feb,83.9,8.7,32.1,0,8.8,68,2.2,2.1,25.8,7.2,fire
feb,84.9,27.5,353.5,0,4.2,51,4,3.4,15.8,1.7,fire
feb,86.9,6.6,18.7,0,8.8,35,3.1,3.2,22.4,2.8,fire
feb,85.2,4.9,15.8,0,7.5,46,8,6.3,18.4,2.3,fire
feb,84.7,9.5,58.3,0,7.5,71,6.3,4.1,19.9,1.8,fire
feb,84.1,4.6,46.7,0,5.3,68,1.8,2.2,12.7,12.6,fire
feb,85,9,56.9,0,10.1,62,1.8,3.5,16.4,5.9,fire
feb,84.7,8.2,55,0,14.2,46,4,2.9,25.8,2.4,fire
feb,84.1,7.3,52.8,0,14.7,42,2.7,2.7,28.3,9.8,fire
feb,84.6,3.2,43.6,0,8.2,53,9.4,3.3,31.8,19.3,fire
feb,75.1,4.4,16.2,0,4.6,82,6.3,1.9,14.1,2.7,fire
feb,75.1,4.4,16.2,0,5.1,77,5.4,1.9,18.7,3.7,fire
feb,79.5,3.6,15.3,0,4.6,59,0.9,1.8,16.7,0.3,fire
dec,84.4,27.2,353.5,0,4.8,57,8.5,6.8,21.8,8.7,fire
dec,84,27.8,354.6,0,5.1,61,8,5.3,7.7,9.1,fire
dec,84.6,26.4,352,0,5.1,61,4.9,2,11.3,7.2,fire
dec,85.4,25.4,349.7,0,4.6,21,8.5,2.6,14.2,6.7,fire
dec,85.4,25.4,349.7,0,4.6,21,8.5,2.6,16,3.8,fire
dec,85.4,25.4,349.7,0,4.6,21,8.5,2.6,19.2,2.6,fire
dec,85.4,25.4,349.7,0,4.6,21,8.5,2.6,6.9,3.5,fire
dec,84.7,26.7,352.6,0,2.2,59,4.9,4.1,11,2.6,fire
dec,85.4,25.4,349.7,0,5.1,24,8.5,2.6,16.4,4.1,fire
aug,92.3,85.3,488,0,22.2,29,5.4,14.7,62.9,6.5,fire
aug,92.3,88.9,495.6,0,24.1,27,3.1,8.5,67.4,8.1,fire
aug,91.5,145.4,608.2,0,8,86,2.2,10.7,39.4,11.5,fire
aug,63.5,70.8,665.3,0,17,72,6.7,0.8,61.6,2.5,fire
aug,90.2,110.9,537.4,0,19.5,43,5.8,6.2,31.3,7.2,fire
aug,93.5,139.4,594.2,0,23.7,32,5.8,20.3,34.7,6.7,fire
aug,91.4,142.4,601.4,0,16.3,60,5.4,10.6,38.8,3.8,fire
aug,90.2,96.9,624.2,0,18.4,42,6.7,8.9,13.7,4.6,fire
aug,94.8,108.3,647.1,0,16.6,54,5.4,17,9.4,3.8,fire
aug,90.2,99.6,631.2,0,21.5,34,2.2,6.3,20.9,5.2,fire
aug,92.1,111.2,654.1,0,20.4,42,4.9,9.6,23.9,7.6,fire
aug,92.1,111.2,654.1,0,20.4,42,4.9,9.6,27.7,4,fire
aug,91.7,114.3,661.3,0,17.6,45,3.6,6.3,32.6,2,fire
aug,93,75.3,466.6,0,18.8,35,4.9,7.7,4.4,13.9,fire
aug,90.2,99.6,631.2,0,20.8,33,2.7,6.3,10.6,19.9,fire
aug,91.1,103.2,638.8,0,23.1,31,3.1,5.8,16.9,30.2,fire
aug,91.7,114.3,661.3,0,18.6,44,4.5,6.3,22.9,10.2,fire
aug,88.8,147.3,614.5,0,17.3,43,4.5,9,18.4,4.3,fire
aug,90.1,108,529.8,0,14.7,66,2.7,12.5,30.4,6.3,fire
aug,91,121.2,561.6,0,21.6,19,6.7,7,35.9,4.2,fire
aug,91.4,142.4,601.4,0,19.5,39,6.3,10.6,35.5,14.6,fire
aug,90.2,99.6,631.2,0,17.9,44,2.2,6.3,38.1,16.1,fire
aug,94.8,108.3,647.1,0,18.6,51,4.5,17,41.3,17.2,fire
aug,92.1,111.2,654.1,0,16.6,47,0.9,9.6,45.5,16.8,fire
aug,91.7,114.3,661.3,0,20.2,45,3.6,6.3,50.2,18.4,fire
aug,90.2,96.9,624.2,0,14.7,59,5.8,8.9,30.6,13.2,fire
aug,92.3,85.3,488,0,20.8,32,6.3,14.7,39.3,30.2,fire
aug,91.4,142.4,601.4,0,18.2,43,4.9,10.6,11.7,10.2,fire
aug,91.1,103.2,638.8,0,23.4,22,2.7,5.8,27.4,10.6,fire
aug,91.4,142.4,601.4,0,11.6,87,4.5,10.6,17.6,16.1,fire
aug,91.4,142.4,601.4,0,19.8,39,5.4,10.6,22.9,17.2,fire
aug,91.4,142.4,601.4,0,19.8,39,5.4,10.6,27.5,16.8,fire
aug,88.8,147.3,614.5,0,14.4,66,5.4,9,31.3,18.4,fire
aug,94.8,108.3,647.1,0,20.1,40,4,17,34.7,20.4,fire
aug,90.2,99.6,631.2,0,21.4,33,3.1,6.3,54.7,13.2,fire
aug,93,75.3,466.6,0,19.6,36,3.1,7.7,22.9,13.7,fire
aug,91.5,145.4,608.2,0,10.3,74,2.2,10.7,23.5,13.2,fire
aug,91.5,145.4,608.2,0,17.1,43,5.4,10.7,10.5,19.9,fire
aug,93.5,139.4,594.2,0,17.6,52,5.8,20.3,38.1,30.2,fire
aug,95.5,99.9,513.3,0,23.3,31,4.5,13.2,64,6.3,fire
aug,90.1,108,529.8,0,21.2,51,8.9,12.5,68,7.2,fire
aug,95.5,99.9,513.3,0,23.8,32,5.4,13.2,30.6,5.9,fire
aug,95.2,131.7,578.8,0,27.4,22,4,10.4,35.7,2.4,fire
aug,94.8,108.3,647.1,0,17.4,43,6.7,17,22,6.8,fire
aug,94.8,108.3,647.1,0,16.4,47,1.3,17,43.1,11.5,fire
aug,92.1,111.2,654.1,0,18.4,45,3.6,9.6,50.9,7.1,fire
aug,92.1,111.2,654.1,0,20.5,35,4,9.6,54.7,7.6,fire
aug,95.2,131.7,578.8,0,20.3,41,4,10.4,62.9,1.9,fire
aug,92.1,111.2,654.1,0,16.6,47,0.9,9.6,64,6.1,fire
aug,96,127.1,570.5,0,23.4,33,4.5,16.5,68,4.5,fire
aug,95.2,131.7,578.8,0,20.7,45,2.2,10.4,30.6,8.7,fire
aug,85.6,90.4,609.6,0,17.4,50,4,6.6,39.3,7.2,fire
aug,91.4,142.4,601.4,0,20.1,39,5.4,10.6,27.2,6.7,fire
aug,90.2,96.9,624.2,0,14.2,53,1.8,8.9,34.1,2.6,fire
aug,90.2,96.9,624.2,0,20.3,39,4.9,8.9,6.4,3.5,fire
aug,90.2,99.6,631.2,0,19.2,44,2.7,6.3,10,4.1,fire
aug,88.8,147.3,614.5,0,14.4,66,5.4,9,6.6,2.8,fire
aug,93.9,135.7,586.7,0,20.8,34,4.9,15.1,22.4,4.1,fire
aug,95.2,131.7,578.8,0,24.2,28,2.7,10.4,36,4.1,fire
aug,94.8,108.3,647.1,0,24.6,22,4.5,17,21.4,6.7,fire
aug,94.8,108.3,647.1,0,24.6,22,4.5,17,24.9,12.6,fire
aug,93.9,135.7,586.7,0,23.5,36,5.4,15.1,11.5,5.9,fire
aug,93.5,139.4,594.2,0,22.9,31,7.2,20.3,24.2,5.2,fire
aug,93.5,139.4,594.2,0,5.1,96,5.8,20.3,41.3,7.1,fire
aug,90.2,99.6,631.2,0,16.2,59,3.1,6.3,35.7,10.2,fire
aug,92.2,81.8,480.8,0,20.1,34,4.5,11.9,11.3,3.8,fire
aug,92.2,81.8,480.8,0,16.4,43,4,11.9,16,8.7,fire
aug,91.4,142.4,601.4,0,19.6,41,5.8,10.6,10,11.5,fire
aug,94.2,122.3,589.9,0,15.4,66,4,12.9,22.4,15.4,fire
aug,91.8,175.1,700.7,1,21.9,73,7.6,13.8,26.2,13.8,fire
aug,91.8,175.1,700.7,0,22.4,54,7.6,13.8,28.2,9.5,fire
aug,91.8,175.1,700.7,0,26.8,38,6.3,13.8,28.9,3.8,fire
aug,91.8,175.1,700.7,0,25.7,39,5.4,13.8,24.4,6.1,fire
aug,92.2,91.6,503.6,0,20.7,70,2.2,9.6,29.4,13.9,fire
aug,93.1,157.3,666.7,0,28.7,28,2.7,13.5,32.4,3.9,fire
aug,93.1,157.3,666.7,0,21.7,40,0.4,13.5,36,12.9,fire
aug,93.1,157.3,666.7,0,26.8,25,3.1,13.5,26.7,5.7,fire
aug,93.1,157.3,666.7,0,24,36,3.1,13.5,18.1,3.8,fire
aug,93.1,157.3,666.7,0,22.1,37,3.6,13.5,54.9,1.9,fire
aug,91.9,109.2,565.5,0,21.4,38,2.7,8,38.4,8.7,fire
aug,91.6,138.1,621.7,0,18.9,41,3.1,6.3,24.4,3.6,fire
aug,87.5,77,694.8,0,22.3,46,4,5,27.2,7.6,fire
aug,94.2,117.2,581.1,0,23.9,41,2.2,11,22,7,fire
aug,94.2,117.2,581.1,0,21.4,44,2.7,11,17.6,6.5,fire
aug,91.8,170.9,692.3,0,20.6,59,0.9,13.7,22.9,8.1,fire
aug,91.8,170.9,692.3,0,23.7,40,1.8,13.7,27.5,11.5,fire
aug,93.6,97.9,542,0,28.3,32,4,14.4,31.3,4.5,fire
aug,91.6,112.4,573,0,11.2,84,7.6,8.9,34.7,7.1,fire
aug,91.6,112.4,573,0,21.4,42,3.1,8.9,38.8,7.6,fire
aug,91.1,141.1,629.1,0,19.3,39,3.6,7.1,43.1,18.9,fire
aug,94.3,167.6,684.4,0,21.8,53,3.1,13,47.5,2.5,fire
aug,93.7,102.2,550.3,0,22.1,54,7.6,14.6,50.9,1.9,fire
aug,94.3,131.7,607.1,0,19.4,55,4,22.7,54.7,15.4,fire
aug,92.1,152.6,658.2,0,23.7,24,3.1,14.3,57.1,13.8,fire
aug,92.1,152.6,658.2,0,21,32,3.1,14.3,59.3,9.5,fire
aug,92.1,152.6,658.2,0,19.1,53,2.7,14.3,62.9,3.8,fire
aug,92.1,152.6,658.2,0,21.8,56,3.1,14.3,67.4,6.1,fire
aug,92.1,152.6,658.2,0,20.1,58,4.5,14.3,45.9,4.5,fire
aug,92.1,152.6,658.2,0,20.2,47,4,14.3,63.9,9.3,fire
aug,92,203.2,664.5,0,10.4,75,0.9,8.1,62.9,3.8,fire
aug,94.8,222.4,698.6,0,20.3,42,2.7,13.9,67.4,6.1,fire
aug,92.1,207,672.6,0,21.1,54,2.2,8.2,41.2,8.7,fire
aug,93.7,231.1,715.1,0,21.9,42,2.2,8.4,31,9.1,fire
aug,90.7,194.1,643,0,16.2,63,2.7,6.8,16.4,2.6,fire
aug,95.2,217.7,690,0,28.2,29,1.8,18,18.5,3.5,fire
aug,91.6,248.4,753.8,0,20.5,58,2.7,6.3,23.9,2.6,fire
aug,91.6,273.8,819.1,0,21.3,44,4.5,7.7,29.4,4.1,fire
aug,91.6,181.3,613,0,20.9,50,2.2,7.6,32.1,1.7,fire
aug,94.8,227,706.7,0,23.3,34,3.1,12,41.2,9.2,fire
aug,94.8,227,706.7,0,23.3,34,3.1,12,3.4,3.1,fire
aug,91.6,181.3,613,0,24.3,33,3.6,7.6,27.1,3.8,fire
aug,93.7,231.1,715.1,0,25.9,32,3.1,8.4,17.8,4.9,fire
aug,94.8,227,706.7,0,25,36,4,12,9.7,10.2,fire
aug,90.7,194.1,643,0,21.3,41,3.6,6.8,11.5,7.5,fire
aug,94.6,212.1,680.9,0,27.9,27,2.2,9.5,18.3,6.7,fire
aug,93.7,231.1,715.1,0,26.4,33,3.6,8.4,27.2,15.4,fire
aug,93.6,235.1,723.1,0,24.1,50,4,10.1,22,5.6,fire
aug,94.8,222.4,698.6,0,27.5,27,4.9,13.9,17.6,3.8,fire
aug,92,203.2,664.5,0,24.9,42,5.4,8.1,31.3,15.2,fire
aug,91.6,181.3,613,0,24.8,36,4,7.6,34.7,15.3,fire
aug,91.7,191.4,635.9,0,26.2,36,4.5,7.8,38.8,15.3,fire
aug,95.2,217.7,690,0,30.8,19,4.5,18,43.1,11.3,fire
aug,93.7,231.1,715.1,0,26.9,31,3.6,8.4,54.7,15.7,fire
aug,91.6,248.4,753.8,0,20.4,56,2.2,6.3,57.1,7.8,fire
aug,91.6,248.4,753.8,0,20.4,56,2.2,6.3,59.3,9.5,fire
aug,92.1,207,672.6,0,27.9,33,2.2,8.2,62.9,8.1,fire
aug,94.8,222.4,698.6,0,26.2,34,5.8,13.9,67.4,5.5,fire
aug,91.6,181.3,613,0,24.6,44,4,7.6,34.4,3.9,fire
aug,92.1,178,605.3,0,23.3,40,4,9.6,22.3,5.6,fire
aug,94.8,222.4,698.6,0,23.9,38,6.7,13.9,57.1,4.6,fire
aug,93.6,235.1,723.1,0,20.9,66,4.9,10.1,59.3,2.9,fire
aug,90.6,269.8,811.2,0,22.2,45,3.6,5.5,62.9,0.9,fire
aug,92.1,207,672.6,0,26.8,35,1.3,8.2,60,1.6,fire
aug,89.4,253.6,768.4,0,14.2,73,2.7,9.7,7.7,2,fire
aug,93.7,231.1,715.1,0,23.6,53,4,8.4,11.3,1.9,fire
aug,92.1,207,672.6,0,25.5,29,1.8,8.2,19.2,11.2,fire
aug,94,47.9,100.7,0,17.3,80,4.5,10.7,11,8.4,fire
aug,92,203.2,664.5,0,19.1,70,2.2,8.1,29.7,7.1,fire
aug,91.6,181.3,613,0,19.3,61,4.9,7.6,7.3,2.6,fire
aug,95.2,217.7,690,0,23.4,49,5.4,18,55.5,3.5,fire
aug,90.5,196.8,649.9,0,11.8,88,4.9,16.3,8.4,2.6,fire
aug,91.5,238.2,730.6,0,17.7,65,4,7.5,9.7,4.1,fire
aug,89.4,266.2,803.3,0,17.4,54,3.1,5.6,11.5,1.7,fire
aug,91.6,248.4,753.8,0,16.8,56,3.1,6.3,14.9,2.8,fire
aug,91.6,248.4,753.8,0,16.6,59,2.7,6.3,21.6,9.2,fire
aug,91.7,191.4,635.9,0,19.9,50,4,7.8,25.8,3.1,fire
aug,93.7,231.1,715.1,0,18.9,64,4.9,8.4,29.7,1.8,fire
aug,91.6,273.8,819.1,0,15.5,72,8,7.7,23.8,4.1,fire
aug,93.7,231.1,715.1,0,18.9,64,4.9,8.4,28.3,6.7,fire
aug,93.7,231.1,715.1,0,18.9,64,4.9,8.4,7.8,8.2,fire
aug,94.9,130.3,587.1,0,23.4,40,5.8,14.1,46.5,8.7,fire
aug,94.9,130.3,587.1,0,31,27,5.4,14.1,32.7,9.1,fire
aug,94.9,130.3,587.1,0,33.1,25,4,14.1,6.4,7.2,fire
aug,95,135.5,596.3,0,30.6,28,3.6,21.3,8.1,6.7,fire
aug,95.1,141.3,605.8,0,24.1,43,6.3,17.7,10,3.8,fire
aug,95.1,141.3,605.8,0,26.4,34,3.6,17.7,4.6,2.6,fire
aug,95.1,141.3,605.8,0,19.4,71,7.6,17.7,6.6,3.5,fire
aug,95.1,141.3,605.8,0,20.6,58,1.3,17.7,9.1,2.6,fire
aug,95.1,141.3,605.8,0,28.7,33,4,17.7,12.4,4.1,fire
aug,95.8,152,624.1,0,32.4,21,4.5,13.8,14.3,1.7,fire
aug,95.9,158,633.6,0,32.4,27,2.2,11.3,17.8,2.8,fire
aug,95.9,158,633.6,0,27.5,29,4.5,11.3,22.4,2.3,fire
aug,96,164,643,0,30.8,30,4.9,14,26.2,9.2,fire
aug,96.2,175.5,661.8,0,23.9,42,2.2,16.8,28.2,3.1,fire
aug,96.2,175.5,661.8,0,32.6,26,3.1,16.8,28.9,1.8,fire
aug,96.1,181.1,671.2,0,32.3,27,2.2,14.3,24.4,4.1,fire
aug,96.1,181.1,671.2,0,33.3,26,2.7,14.3,29.4,6.7,fire
aug,96.1,181.1,671.2,6.4,27.3,63,4.9,14.3,32.4,8.2,fire
aug,96.1,181.1,671.2,0.8,21.6,65,4.9,14.3,36,12.6,fire
aug,96.1,181.1,671.2,0.8,21.6,65,4.9,14.3,11.2,5.9,fire
aug,96.1,181.1,671.2,0.4,20.7,69,4.9,14.3,8.4,4.6,fire
aug,94.5,139.4,689.1,0,29.2,30,4.9,20,9.7,3.8,fire
aug,94.5,139.4,689.1,0,28.9,29,4.9,20,11.5,4.9,fire
aug,91,163.2,744.4,0,26.7,35,1.8,10.1,14.9,5.7,fire
aug,91,166.9,752.6,0,18.5,73,8.5,7.1,18.3,6.8,fire
aug,91,166.9,752.6,0,25.9,41,3.6,7.1,21.6,3.1,fire
aug,91,166.9,752.6,0,25.9,41,3.6,7.1,25.8,10.2,fire
aug,91,166.9,752.6,1.4,21.1,71,7.6,7.1,29.7,7.5,fire
aug,91,166.9,752.6,0,18.2,62,5.4,7.1,23.8,8.2,fire
aug,81.6,56.7,665.6,0,27.8,35,2.7,1.9,28.3,6.7,fire
aug,81.6,56.7,665.6,0,27.8,32,2.7,1.9,13.9,1.5,fire
aug,81.6,56.7,665.6,0,21.9,71,5.8,1.9,9.7,2.4,fire
